ticker,subindustry
HXL,capital_goods
SPSC,software_and_services
IRDM,telecommunication_services
SM,oil_gas_and_consumable_fuels
HE,utilities
CERE,pharmaceuticals_biotechnology_and_life_sciences
APLS,pharmaceuticals_biotechnology_and_life_sciences
BL,software_and_services
CIVI,oil_gas_and_consumable_fuels
RLI,insurance
MUSA,retailing
QLYS,software_and_services
EXPO,commercial_and_professional_services
BHF,insurance
BCPC,chemicals
PINC,health_care_equipment_and_services
MXL,semiconductors_and_semiconductor_equipment
MNDT,software_and_services
GT,automobiles_and_components
MSM,capital_goods
CHPT,capital_goods
SMTC,semiconductors_and_semiconductor_equipment
CRCT,consumer_durables_and_apparel
ELY,consumer_durables_and_apparel
VRNS,software_and_services
VICR,capital_goods
SQSP,software_and_services
CMC,metals_and_mining
OPCH,health_care_equipment_and_services
LANC,food_beverage_and_tobacco
KNSL,insurance
RKLB,capital_goods
ANGI,media_and_entertainment
FL,retailing
ONEQ,diversified_financials
DV,software_and_services
RVLV,retailing
ONTO,semiconductors_and_semiconductor_equipment
RYAN,insurance
RDN,banks
HRI,capital_goods
GTLS,capital_goods
SGRY,health_care_equipment_and_services
CELH,food_beverage_and_tobacco
ENSG,health_care_equipment_and_services
DNLI,pharmaceuticals_biotechnology_and_life_sciences
CERT,health_care_equipment_and_services
MSGS,media_and_entertainment
BKH,utilities
FIZZ,food_beverage_and_tobacco
BEAM,pharmaceuticals_biotechnology_and_life_sciences
FLS,capital_goods
PZZA,consumer_services
JBT,capital_goods
AEL,insurance
AEL-PA,insurance
VIR,pharmaceuticals_biotechnology_and_life_sciences
ACAD,pharmaceuticals_biotechnology_and_life_sciences
WWE,media_and_entertainment
CHGG,consumer_services
ALSN,capital_goods
APPF,software_and_services
FRPT,food_beverage_and_tobacco
ENLC,oil_gas_and_consumable_fuels
SKY,consumer_durables_and_apparel
SUM,construction_materials
NEA,diversified_financials
SAFM,food_beverage_and_tobacco
HAYW,consumer_durables_and_apparel
ISBC,banks
CARG,media_and_entertainment
CNMD,health_care_equipment_and_services
FTSM,diversified_financials
KNBE,software_and_services
BWXT,capital_goods
MTSI,semiconductors_and_semiconductor_equipment
JAMF,software_and_services
HRB,consumer_services
SWX,utilities
DIOD,semiconductors_and_semiconductor_equipment
OGS,utilities
INDB,banks
EXLS,software_and_services
AVT,technology_hardware_and_equipment
ARVN,pharmaceuticals_biotechnology_and_life_sciences
VIRT,diversified_financials
QDEL,health_care_equipment_and_services
SITM,semiconductors_and_semiconductor_equipment
VIGI,diversified_financials
LHCG,health_care_equipment_and_services
PSTH,diversified_financials
ACIW,software_and_services
MSP,software_and_services
TRIP,media_and_entertainment
R,transportation
VNE,automobiles_and_components
CBT,chemicals
BOX,software_and_services
APPN,software_and_services
MGY,oil_gas_and_consumable_fuels
NEOG,health_care_equipment_and_services
BECN,capital_goods
CBU,banks
CNS,diversified_financials
FELE,capital_goods
SPT,software_and_services
NJR,utilities
CRI,consumer_durables_and_apparel
HOMB,banks
UCBI,banks
VIAV,technology_hardware_and_equipment
PNM,utilities
CWST,commercial_and_professional_services
AEO,retailing
TFSL,banks
KEX,transportation
NARI,health_care_equipment_and_services
FALN,diversified_financials
FRHC,diversified_financials
SIX,consumer_services
BYND,food_beverage_and_tobacco
DNP,diversified_financials
SWCH,software_and_services
LESL,retailing
MRVI,pharmaceuticals_biotechnology_and_life_sciences
RXN.VI,capital_goods
ZWS,capital_goods
SUSL,diversified_financials
ORA,utilities
ABG,retailing
FHB,banks
LTHM,chemicals
XT,diversified_financials
SI,banks
SI-PA,banks
COOP,banks
BKU,banks
PGNY,health_care_equipment_and_services
ENV,software_and_services
CNM,capital_goods
PPBI,banks
SAIL,software_and_services
KBWB,diversified_financials
ASB,banks
ASB-PF,banks
CWEN,utilities
AIT,capital_goods
GATX,capital_goods
FUL,chemicals
TRUP,insurance
SMPL,food_beverage_and_tobacco
KFY,commercial_and_professional_services
WRBY,retailing
BMBL,media_and_entertainment
VYMI,diversified_financials
IRTC,health_care_equipment_and_services
SUN,oil_gas_and_consumable_fuels
JXN,diversified_financials
EBC,banks
STAA,health_care_equipment_and_services
FLOW,capital_goods
FATE,pharmaceuticals_biotechnology_and_life_sciences
ACT,banks
CATY,banks
ESMT,software_and_services
MATX,transportation
QTWO,software_and_services
TMHC,consumer_durables_and_apparel
TTEC,software_and_services
FTSL,diversified_financials
HP,energy_equipment_and_services
NSP,commercial_and_professional_services
DUOL,consumer_services
BOH,banks
KWR,chemicals
TSP,transportation
ALRM,software_and_services
REZI,capital_goods
FUN,consumer_services
ABCB,banks
SONO,consumer_durables_and_apparel
ADS,software_and_services
PAY,software_and_services
PFSI,banks
AYX,software_and_services
DAVE,software_and_services
HI,capital_goods
CWAN,software_and_services
VRNT,software_and_services
FSR,automobiles_and_components
KD,software_and_services
WSFS,banks
TCBI,banks
NWE,utilities
MTH,consumer_durables_and_apparel
JWN,retailing
ARNC,metals_and_mining
SHOO,consumer_durables_and_apparel
CVBF,banks
CPE,oil_gas_and_consumable_fuels
CALX,technology_hardware_and_equipment
FOCS,diversified_financials
BCO,commercial_and_professional_services
HAIN,food_beverage_and_tobacco
XRX,technology_hardware_and_equipment
CYTK,pharmaceuticals_biotechnology_and_life_sciences
SXT,chemicals
KBH,consumer_durables_and_apparel
WBT,capital_goods
SR,utilities
UNF,commercial_and_professional_services
HASI,diversified_financials
BLKB,software_and_services
QTEC,diversified_financials
DEN,oil_gas_and_consumable_fuels
NSIT,technology_hardware_and_equipment
MANT,commercial_and_professional_services
IGF,diversified_financials
MLI,capital_goods
PRFT,software_and_services
SFM,food_and_staples_retailing
TLRY,pharmaceuticals_biotechnology_and_life_sciences
CRC,oil_gas_and_consumable_fuels
FSLY,software_and_services
CVT,software_and_services
IBTX,banks
NVG,diversified_financials
INST,software_and_services
NAD,diversified_financials
UPWK,commercial_and_professional_services
CNX,oil_gas_and_consumable_fuels
PSEC,diversified_financials
PSEC-PA,diversified_financials
KMPR,insurance
GOLF,consumer_durables_and_apparel
NEU,chemicals
SFNC,banks
CORZ,software_and_services
AX,banks
ALE,utilities
MMSI,health_care_equipment_and_services
ASO,retailing
ETRN,oil_gas_and_consumable_fuels
LZ,commercial_and_professional_services
SSTK,retailing
BCRX,pharmaceuticals_biotechnology_and_life_sciences
KRTX,pharmaceuticals_biotechnology_and_life_sciences
PSN,capital_goods
IONQ,technology_hardware_and_equipment
AWR,utilities
IBP,consumer_durables_and_apparel
LFST,health_care_equipment_and_services
LTH,consumer_services
EYE,retailing
NKLA,capital_goods
SEM,health_care_equipment_and_services
KLIC,semiconductors_and_semiconductor_equipment
VWOB,diversified_financials
FIX,capital_goods
OMI,health_care_equipment_and_services
FORM,semiconductors_and_semiconductor_equipment
MC,diversified_financials
TASK,software_and_services
BCC,capital_goods
RRR,consumer_services
VSAT,technology_hardware_and_equipment
CIM,diversified_financials
CIM-PA,diversified_financials
CIM-PC,diversified_financials
CIM-PD,diversified_financials
FOUR,software_and_services
LCII,automobiles_and_components
FHI,diversified_financials
AEIS,technology_hardware_and_equipment
LOPE,consumer_services
BE,capital_goods
DCT,software_and_services
ONB,banks
FLYW,software_and_services
AAON,capital_goods
FIGS,health_care_equipment_and_services
EVTC,software_and_services
CWT,utilities
ALGT,transportation
MDC,consumer_durables_and_apparel
NNI,diversified_financials
AUB,banks
AIMC,capital_goods
DWAC,diversified_financials
DAN,automobiles_and_components
ATI,metals_and_mining
AVA,utilities
CXM,software_and_services
FTDR,consumer_services
PTCT,pharmaceuticals_biotechnology_and_life_sciences
CNO,insurance
CCOI,telecommunication_services
FLR,capital_goods
BMI,technology_hardware_and_equipment
MRCY,capital_goods
ATRC,health_care_equipment_and_services
SABR,software_and_services
PBH,pharmaceuticals_biotechnology_and_life_sciences
HLNE,diversified_financials
HAE,health_care_equipment_and_services
TEX,capital_goods
ULCC,transportation
FCFS,diversified_financials
HL,metals_and_mining
HL-PB,metals_and_mining
MAIN,diversified_financials
FULT,banks
CVLT,software_and_services
CBRL,consumer_services
GPI,retailing
LGIH,consumer_durables_and_apparel
TRN,capital_goods
GHC,consumer_services
SG,consumer_services
AJRD,capital_goods
RAMP,software_and_services
ENS,capital_goods
WHD,energy_equipment_and_services
JJSF,food_beverage_and_tobacco
FBP,banks
KOD,pharmaceuticals_biotechnology_and_life_sciences
MCY,insurance
TWNK,food_beverage_and_tobacco
IAS,media_and_entertainment
PD,software_and_services
IHRT,media_and_entertainment
RMBS,semiconductors_and_semiconductor_equipment
MLKN,commercial_and_professional_services
SHAK,consumer_services
JOBY,transportation
DORM,automobiles_and_components
AIN,capital_goods
WERN,transportation
SAVE,transportation
VSH,technology_hardware_and_equipment
THRM,automobiles_and_components
TWST,pharmaceuticals_biotechnology_and_life_sciences
EXG,diversified_financials
NAVI,diversified_financials
PCRX,pharmaceuticals_biotechnology_and_life_sciences
OLLI,retailing
CNR,capital_goods
COUR,consumer_services
ABM,commercial_and_professional_services
WLL,oil_gas_and_consumable_fuels
BIGZ,diversified_financials
CRVL,health_care_equipment_and_services
COLB,banks
SPWR,semiconductors_and_semiconductor_equipment
WOR,metals_and_mining
NEO,pharmaceuticals_biotechnology_and_life_sciences
SWTX,pharmaceuticals_biotechnology_and_life_sciences
PWSC,consumer_services
FV,diversified_financials
VCRA,health_care_equipment_and_services
MARA,software_and_services
INSM,pharmaceuticals_biotechnology_and_life_sciences
SQQQ,diversified_financials
ETWO,software_and_services
HUBG,transportation
PTEN,energy_equipment_and_services
URBN,retailing
CSQ,diversified_financials
IBOC,banks
ITGR,health_care_equipment_and_services
KTB,consumer_durables_and_apparel
FWRD,transportation
OAS,oil_gas_and_consumable_fuels
GEF,containers_and_packaging
KMT,capital_goods
CEQP,oil_gas_and_consumable_fuels
CEQP-P,oil_gas_and_consumable_fuels
AMRC,capital_goods
GBDC,diversified_financials
PDCO,health_care_equipment_and_services
USM,telecommunication_services
DY,capital_goods
PIPR,diversified_financials
VZIO,consumer_durables_and_apparel
IOVA,pharmaceuticals_biotechnology_and_life_sciences
MGEE,utilities
MDRX,health_care_equipment_and_services
KIND,media_and_entertainment
VC,automobiles_and_components
LOB,banks
MPLN,health_care_equipment_and_services
YELP,media_and_entertainment
NUVA,health_care_equipment_and_services
APAM,diversified_financials
FTAI,capital_goods
FTAI-PA,capital_goods
FTAI-PB,capital_goods
FTAI-PC,capital_goods
FA,commercial_and_professional_services
VRRM,software_and_services
AMEH,health_care_equipment_and_services
CVCO,consumer_durables_and_apparel
RXT,software_and_services
MSGE,media_and_entertainment
AI,software_and_services
RCII,retailing
HTH,banks
BROS,consumer_services
BRC,commercial_and_professional_services
OLO,software_and_services
CNNE,diversified_financials
EPAY,software_and_services
GO,food_and_staples_retailing
NGVT,chemicals
SAGE,pharmaceuticals_biotechnology_and_life_sciences
PRVA,health_care_equipment_and_services
EAF,capital_goods
ITRI,technology_hardware_and_equipment
FOLD,pharmaceuticals_biotechnology_and_life_sciences
GKOS,health_care_equipment_and_services
ABR,diversified_financials
ABR-PD,diversified_financials
ABR-PE,diversified_financials
ABR-PF,diversified_financials
UTF,diversified_financials
BDC,technology_hardware_and_equipment
FTGC,diversified_financials
OTTR,utilities
FMB,diversified_financials
ZIP,media_and_entertainment
SJI,utilities
BANF,banks
CMTG,diversified_financials
TPH,consumer_durables_and_apparel
PACB,pharmaceuticals_biotechnology_and_life_sciences
NVRO,health_care_equipment_and_services
HLIO,capital_goods
BSM,oil_gas_and_consumable_fuels
AXNX,health_care_equipment_and_services
CVET,health_care_equipment_and_services
TPG,diversified_financials
PRG,diversified_financials
NVTA,pharmaceuticals_biotechnology_and_life_sciences
SANM,technology_hardware_and_equipment
BOOT,retailing
SEMR,software_and_services
SLQD,diversified_financials
KAI,capital_goods
SCL,chemicals
FMBI,banks
FBC,banks
EBS,pharmaceuticals_biotechnology_and_life_sciences
FFBC,banks
MNTV,software_and_services
IBRX,pharmaceuticals_biotechnology_and_life_sciences
UNFI,food_and_staples_retailing
CDEV,oil_gas_and_consumable_fuels
AHCO,health_care_equipment_and_services
VORB,capital_goods
TDS,telecommunication_services
DDD,technology_hardware_and_equipment
LPRO,diversified_financials
VCTR,diversified_financials
FIBK,banks
GCP,chemicals
DH,health_care_equipment_and_services
DNUT,consumer_services
B,capital_goods
BSCM,diversified_financials
SGFY,health_care_equipment_and_services
BTU,oil_gas_and_consumable_fuels
QCLN,diversified_financials
PBF,oil_gas_and_consumable_fuels
FRME,banks
WAFD,banks
AGTI,health_care_equipment_and_services
ZNTL,pharmaceuticals_biotechnology_and_life_sciences
MTX,chemicals
CLBK,banks
BSCN,diversified_financials
SPXC,capital_goods
STFC,insurance
HMHC,consumer_services
WSBC,banks
PAGP,oil_gas_and_consumable_fuels
CDNA,pharmaceuticals_biotechnology_and_life_sciences
TBK,banks
ADV,media_and_entertainment
AVDX,software_and_services
EMBK,software_and_services
CPK,utilities
EVCM,software_and_services
TTGT,media_and_entertainment
WGO,automobiles_and_components
TOWN,banks
FSS,capital_goods
NTCT,technology_hardware_and_equipment
ANF,retailing
CDLX,media_and_entertainment
IOSP,chemicals
PACK,containers_and_packaging
WIRE,capital_goods
BIGC,software_and_services
NAPA,food_beverage_and_tobacco
ODP,retailing
GMS,capital_goods
CEM,diversified_financials
ZETA,software_and_services
NMIH,banks
VNOM,oil_gas_and_consumable_fuels
RLAY,pharmaceuticals_biotechnology_and_life_sciences
LAUR,consumer_services
PLXS,technology_hardware_and_equipment
AAWW,transportation
TR,food_beverage_and_tobacco
SBGI,media_and_entertainment
CVI,oil_gas_and_consumable_fuels
KOS,oil_gas_and_consumable_fuels
GDV,diversified_financials
GDV-PK,diversified_financials
ACA,capital_goods
UCTT,semiconductors_and_semiconductor_equipment
ENVX,capital_goods
ONEM,health_care_equipment_and_services
NZF,diversified_financials
SATS,telecommunication_services
SPCE,capital_goods
BANR,banks
ADPT,pharmaceuticals_biotechnology_and_life_sciences
BLND,software_and_services
HRMY,pharmaceuticals_biotechnology_and_life_sciences
KYMR,pharmaceuticals_biotechnology_and_life_sciences
ACLS,semiconductors_and_semiconductor_equipment
VMEO,media_and_entertainment
HTLF,banks
LBRT,energy_equipment_and_services
WWW,consumer_durables_and_apparel
SBCF,banks
SASR,banks
PSMT,food_and_staples_retailing
NPO,capital_goods
RIOT,software_and_services
RQI,diversified_financials
BMEZ,diversified_financials
JELD,capital_goods
YOU,software_and_services
VCYT,pharmaceuticals_biotechnology_and_life_sciences
OI,containers_and_packaging
KTOS,capital_goods
CORT,pharmaceuticals_biotechnology_and_life_sciences
FBK,banks
ARCB,transportation
OPK,pharmaceuticals_biotechnology_and_life_sciences
AIA,diversified_financials
ETY,diversified_financials
MD,health_care_equipment_and_services
STEP,diversified_financials
BOTZ,diversified_financials
VSTO,consumer_durables_and_apparel
FLGT,health_care_equipment_and_services
LAW,software_and_services
CALM,food_beverage_and_tobacco
XMTR,retailing
CCXI,pharmaceuticals_biotechnology_and_life_sciences
MYGN,pharmaceuticals_biotechnology_and_life_sciences
GTN,media_and_entertainment
EXFY,software_and_services
CCS,consumer_durables_and_apparel
SWI,software_and_services
GNW,insurance
CAKE,consumer_services
LPSN,software_and_services
HYLS,diversified_financials
LKFN,banks
MTTR,software_and_services
RCUS,pharmaceuticals_biotechnology_and_life_sciences
OSTK,retailing
EVH,health_care_equipment_and_services
SWIM,consumer_durables_and_apparel
LFG,oil_gas_and_consumable_fuels
NABL,software_and_services
HOPE,banks
SAVA,pharmaceuticals_biotechnology_and_life_sciences
RNST,banks
GSBD,diversified_financials
IDCC,software_and_services
EVRI,consumer_services
NUV,diversified_financials
RELY,software_and_services
RXRX,pharmaceuticals_biotechnology_and_life_sciences
HTGC,diversified_financials
ATSG,transportation
ZUO,software_and_services
ME,pharmaceuticals_biotechnology_and_life_sciences
EVBG,software_and_services
CNK,media_and_entertainment
CYXT,software_and_services
LGND,pharmaceuticals_biotechnology_and_life_sciences
STER,commercial_and_professional_services
NKTR,pharmaceuticals_biotechnology_and_life_sciences
BSTZ,diversified_financials
TRMK,banks
SAH,retailing
CUBI,banks
MWA,capital_goods
BGS,food_beverage_and_tobacco
KN,technology_hardware_and_equipment
ADX,diversified_financials
CTKB,pharmaceuticals_biotechnology_and_life_sciences
CBZ,commercial_and_professional_services
PRGS,software_and_services
NAC,diversified_financials
MAXR,capital_goods
GBT,pharmaceuticals_biotechnology_and_life_sciences
EVT,diversified_financials
ANGL,diversified_financials
PRAA,diversified_financials
JACK,consumer_services
VERX,software_and_services
CRSR,technology_hardware_and_equipment
BLMN,consumer_services
THS,food_beverage_and_tobacco
XNCR,pharmaceuticals_biotechnology_and_life_sciences
MVST,capital_goods
SMCI,technology_hardware_and_equipment
SDGR,health_care_equipment_and_services
HEP,oil_gas_and_consumable_fuels
BCAT,diversified_financials
BSCO,diversified_financials
HPK,oil_gas_and_consumable_fuels
VBTX,banks
VRTS,diversified_financials
NOVA,utilities
EGBN,banks
SJW,utilities
PLAY,consumer_services
BPMP,oil_gas_and_consumable_fuels
LNTH,health_care_equipment_and_services
BSIG,diversified_financials
BALY,consumer_services
MFA,diversified_financials
MFA-PB,diversified_financials
MFA-PC,diversified_financials
CSGS,software_and_services
PTVE,containers_and_packaging
CTOS,capital_goods
REGI,oil_gas_and_consumable_fuels
SES,capital_goods
CYRX,health_care_equipment_and_services
GSHD,insurance
FRG,retailing
STC,insurance
SBH,retailing
NS,oil_gas_and_consumable_fuels
NS-PB,oil_gas_and_consumable_fuels
PRFZ,diversified_financials
NEX,energy_equipment_and_services
EFSC,banks
DKL,oil_gas_and_consumable_fuels
BHG,insurance
VONE,diversified_financials
ESE,capital_goods
CRS,metals_and_mining
HNI,commercial_and_professional_services
MCG,consumer_services
MGRC,capital_goods
PFS,banks
SSP,media_and_entertainment
AMCX,media_and_entertainment
UDMY,consumer_services
EAT,consumer_services
COMM,technology_hardware_and_equipment
INT,oil_gas_and_consumable_fuels
BDJ,diversified_financials
ARI,diversified_financials
PHO,diversified_financials
CMP,metals_and_mining
HLMN,capital_goods
TWO,diversified_financials
TWO-PB,diversified_financials
BKE,retailing
FOE,chemicals
ESGE,diversified_financials
PTRA,capital_goods
GAB,diversified_financials
GAB-PH,diversified_financials
CSWI,capital_goods
RILY,diversified_financials
NWBI,banks
LMND,insurance
RVT,diversified_financials
PDO,diversified_financials
IRWD,pharmaceuticals_biotechnology_and_life_sciences
SLGC,pharmaceuticals_biotechnology_and_life_sciences
LC,diversified_financials
ISEE,pharmaceuticals_biotechnology_and_life_sciences
GDOT,diversified_financials
MIR,technology_hardware_and_equipment
OM,health_care_equipment_and_services
MGNI,media_and_entertainment
JPS,diversified_financials
VGR,food_beverage_and_tobacco
IRBT,consumer_durables_and_apparel
XPEL,automobiles_and_components
AMK,diversified_financials
ARCH,oil_gas_and_consumable_fuels
MGPI,food_beverage_and_tobacco
CRK,oil_gas_and_consumable_fuels
BTT,diversified_financials
ARLP,oil_gas_and_consumable_fuels
XPER,software_and_services
GOF,diversified_financials
TSLX,diversified_financials
TPTX,pharmaceuticals_biotechnology_and_life_sciences
ECPG,diversified_financials
PDI,diversified_financials
TVTX,pharmaceuticals_biotechnology_and_life_sciences
EGHT,software_and_services
PI,semiconductors_and_semiconductor_equipment
ECAT,diversified_financials
PTY,diversified_financials
SKLZ,media_and_entertainment
BRP,insurance
MTRN,metals_and_mining
AGIO,pharmaceuticals_biotechnology_and_life_sciences
FCEL,capital_goods
INFN,technology_hardware_and_equipment
BIRD,consumer_durables_and_apparel
ICFI,commercial_and_professional_services
CRNC,software_and_services
CASH,banks
MTOR,capital_goods
NSTG,pharmaceuticals_biotechnology_and_life_sciences
USA,diversified_financials
MSEX,utilities
NBTB,banks
SMRT,technology_hardware_and_equipment
TDIV,diversified_financials
CENX,metals_and_mining
PING,software_and_services
KAHC,diversified_financials
RES,energy_equipment_and_services
CVII,diversified_financials
PAYO,software_and_services
RXDX,pharmaceuticals_biotechnology_and_life_sciences
ETV,diversified_financials
MEI,technology_hardware_and_equipment
STEM,capital_goods
WOW,media_and_entertainment
DFH,consumer_durables_and_apparel
SOND,consumer_services
HMN,insurance
NVEE,capital_goods
RKT,banks
VCEL,pharmaceuticals_biotechnology_and_life_sciences
CYH,health_care_equipment_and_services
WMK,food_and_staples_retailing
ALG,capital_goods
TBBK,banks
PHR,health_care_equipment_and_services
ACVA,commercial_and_professional_services
VGLT,diversified_financials
ROCK,capital_goods
GVA,capital_goods
SNBR,retailing
SLVM,paper_and_forest_products
HNDL,diversified_financials
CODI,diversified_financials
CODI-PC,diversified_financials
PATK,automobiles_and_components
SNCY,transportation
KRYS,pharmaceuticals_biotechnology_and_life_sciences
TY,diversified_financials
SKYW,transportation
KRO,chemicals
SFIX,retailing
SUPN,pharmaceuticals_biotechnology_and_life_sciences
GPRE,oil_gas_and_consumable_fuels
FBNC,banks
USAC,energy_equipment_and_services
DOMO,software_and_services
WABC,banks
EQRX,pharmaceuticals_biotechnology_and_life_sciences
FUBO,media_and_entertainment
USMC,diversified_financials
RVMD,pharmaceuticals_biotechnology_and_life_sciences
CCO,media_and_entertainment
ACMR,semiconductors_and_semiconductor_equipment
RPAY,software_and_services
HCAT,health_care_equipment_and_services
KALU,metals_and_mining
BGCP,diversified_financials
LZB,consumer_durables_and_apparel
EXTR,technology_hardware_and_equipment
AMR,metals_and_mining
HCC,metals_and_mining
PL,commercial_and_professional_services
SHYF,capital_goods
PRLB,capital_goods
MYRG,capital_goods
DSL,diversified_financials
MORF,pharmaceuticals_biotechnology_and_life_sciences
DVAX,pharmaceuticals_biotechnology_and_life_sciences
FCF,banks
BUSE,banks
MLNK,software_and_services
TREE,diversified_financials
GDEN,consumer_services
HLTH,health_care_equipment_and_services
TIL,pharmaceuticals_biotechnology_and_life_sciences
FRTA,construction_materials
MODV,health_care_equipment_and_services
BAND,telecommunication_services
PUBM,media_and_entertainment
PJT,diversified_financials
PMT,diversified_financials
PMT-PC,diversified_financials
PKW,diversified_financials
ETG,diversified_financials
ENVA,diversified_financials
BBBY,retailing
COHU,semiconductors_and_semiconductor_equipment
AVAV,capital_goods
MDGL,pharmaceuticals_biotechnology_and_life_sciences
FFWM,banks
VERV,pharmaceuticals_biotechnology_and_life_sciences
FFIE,automobiles_and_components
MNRO,retailing
CFFN,banks
ERAS,pharmaceuticals_biotechnology_and_life_sciences
KRA,chemicals
MNTK,utilities
JBI,capital_goods
ALHC,health_care_equipment_and_services
SYBT,banks
CLDX,pharmaceuticals_biotechnology_and_life_sciences
SNEX,diversified_financials
OFLX,capital_goods
CLNE,oil_gas_and_consumable_fuels
CWH,retailing
ECOL,commercial_and_professional_services
AIR,capital_goods
PX,diversified_financials
ZGNX,pharmaceuticals_biotechnology_and_life_sciences
GES,retailing
VCSA,consumer_services
SNPO,consumer_durables_and_apparel
SHLS,capital_goods
OXM,consumer_durables_and_apparel
OII,energy_equipment_and_services
BOWL,consumer_services
PRO,software_and_services
WISH,retailing
FGEN,pharmaceuticals_biotechnology_and_life_sciences
LYEL,pharmaceuticals_biotechnology_and_life_sciences
BHLB,banks
AVNS,health_care_equipment_and_services
GDYN,software_and_services
LADR,diversified_financials
ALLO,pharmaceuticals_biotechnology_and_life_sciences
KAR,commercial_and_professional_services
NWN,utilities
KFRC,commercial_and_professional_services
MBUU,consumer_durables_and_apparel
MCRI,consumer_services
BXMX,diversified_financials
EB,media_and_entertainment
GEL,oil_gas_and_consumable_fuels
OSIS,technology_hardware_and_equipment
MHO,consumer_durables_and_apparel
NBHC,banks
GOGO,telecommunication_services
SCHL,media_and_entertainment
HLLY,automobiles_and_components
OSCR,insurance
SOVO,food_beverage_and_tobacco
PRIM,capital_goods
LRN,consumer_services
DK,oil_gas_and_consumable_fuels
LNN,capital_goods
GOEV,automobiles_and_components
PDP,diversified_financials
TNC,capital_goods
ACCD,health_care_equipment_and_services
OFG,banks
MLAB,health_care_equipment_and_services
VECO,semiconductors_and_semiconductor_equipment
TRS,containers_and_packaging
SBSI,banks
MRTN,transportation
HSKA,health_care_equipment_and_services
HEES,capital_goods
VRTV,capital_goods
NMZ,diversified_financials
GPRO,consumer_durables_and_apparel
RDNT,health_care_equipment_and_services
ECVT,chemicals
DCOM,banks
CDE,metals_and_mining
NYMT,diversified_financials
NFJ,diversified_financials
ROAD,capital_goods
TGI,capital_goods
ALKT,software_and_services
DLX,commercial_and_professional_services
GBX,capital_goods
GIII,consumer_durables_and_apparel
TGTX,pharmaceuticals_biotechnology_and_life_sciences
BIF,diversified_financials
VVNT,consumer_services
OCSL,diversified_financials
ARRY,capital_goods
MEG,commercial_and_professional_services
INTA,software_and_services
SCS,commercial_and_professional_services
INVA,pharmaceuticals_biotechnology_and_life_sciences
HYZN,capital_goods
NMFC,diversified_financials
AVID,technology_hardware_and_equipment
DIN,consumer_services
PTGX,pharmaceuticals_biotechnology_and_life_sciences
BRKL,banks
AGM,banks
AGM-PF,banks
AGM-PG,banks
ALEC,pharmaceuticals_biotechnology_and_life_sciences
MBIN,banks
APR,health_care_equipment_and_services
OCFC,banks
SUMO,software_and_services
STRA,consumer_services
TCBK,banks
PLMR,insurance
ENTA,pharmaceuticals_biotechnology_and_life_sciences
BBN,diversified_financials
AMRS,chemicals
CDMO,pharmaceuticals_biotechnology_and_life_sciences
WULF,software_and_services
AMPH,pharmaceuticals_biotechnology_and_life_sciences
PUMP,energy_equipment_and_services
GPOR,oil_gas_and_consumable_fuels
FPF,diversified_financials
UVV,food_beverage_and_tobacco
HYT,diversified_financials
CNOB,banks
SAFT,insurance
VLD,capital_goods
ATRA,pharmaceuticals_biotechnology_and_life_sciences
CHEF,food_and_staples_retailing
PRA,insurance
AROC,energy_equipment_and_services
CLMT,oil_gas_and_consumable_fuels
KREF,diversified_financials
KREF-PA,diversified_financials
SXI,capital_goods
SLDP,automobiles_and_components
BBIO,pharmaceuticals_biotechnology_and_life_sciences
NVTS,semiconductors_and_semiconductor_equipment
USPH,health_care_equipment_and_services
CDXS,pharmaceuticals_biotechnology_and_life_sciences
IMGN,pharmaceuticals_biotechnology_and_life_sciences
CPTN,technology_hardware_and_equipment
FXLV,consumer_services
SANA,pharmaceuticals_biotechnology_and_life_sciences
TVTY,health_care_equipment_and_services
CMCO,capital_goods
BV,commercial_and_professional_services
RWT,diversified_financials
ANDE,food_and_staples_retailing
NGM,pharmaceuticals_biotechnology_and_life_sciences
CNXN,technology_hardware_and_equipment
TTMI,technology_hardware_and_equipment
ASTE,capital_goods
WRLD,diversified_financials
HSC,commercial_and_professional_services
POSH,retailing
ITOS,pharmaceuticals_biotechnology_and_life_sciences
LPI,oil_gas_and_consumable_fuels
UIS,software_and_services
AMTB,banks
CDC,diversified_financials
STBA,banks
RNP,diversified_financials
DM,capital_goods
NXGN,health_care_equipment_and_services
QTRX,pharmaceuticals_biotechnology_and_life_sciences
CLOV,health_care_equipment_and_services
PLUS,technology_hardware_and_equipment
FTXN,diversified_financials
ACEL,consumer_services
RCKT,pharmaceuticals_biotechnology_and_life_sciences
USER,software_and_services
GIC,capital_goods
GFF,capital_goods
BANC,banks
FTA,diversified_financials
RADI,telecommunication_services
SRCE,banks
RGR,consumer_durables_and_apparel
AXSM,pharmaceuticals_biotechnology_and_life_sciences
AVYA,software_and_services
QQEW,diversified_financials
BTZ,diversified_financials
KROS,pharmaceuticals_biotechnology_and_life_sciences
SCWX,software_and_services
DFIN,diversified_financials
CHCO,banks
UTZ,food_beverage_and_tobacco
ADUS,health_care_equipment_and_services
LBAI,banks
RC,diversified_financials
RC-PE,diversified_financials
HCSG,commercial_and_professional_services
FNA,health_care_equipment_and_services
AZZ,capital_goods
BRMK,diversified_financials
VTHR,diversified_financials
ATRI,health_care_equipment_and_services
FORG,software_and_services
NUVB,pharmaceuticals_biotechnology_and_life_sciences
